,Unnamed: 0,Unnamed: 0.1,cik,date,Total Revenue,filenames,Number of customers,MRR,ARR,ARPU,Churn,CRR,MRR Expansion,Number of qualified leads,Penetration Rate,LTV,quater_year,url,year_month,Sales and Marketing,CAC,CAC payback,Gross Margin,quater_year_string,CAC payback period,ASP,LTV : CAC ratio,Total Assets,Total Liabilities Net Minority Interest,debt ratio,Total Equity Gross Minority Interest,Total Debt,Common Stock Equity,Total Capitalization,Shareholder Equity,Private Shareholding,Public Shareholding
960,960,960,876167,11/29/2021,140128,876167_0.csv,3954543,46709.33333,560512,0.141738755,0.049444684,0.950555316,-0.049444772,0.003852078,0.003852078,2.866612601,"('Q4', '2021')",,2021-12,37422,-0.181923365,-0.002121761,85.74167266,"Q4,2021",-0.179634257,-1.31E-08,-15.75725363,1363537,951048,0.697486023,412489,41475,412489,947016,412489,0.435567087,0.564432913
961,961,961,876167,8/30/2021,147417,876167_0.csv,4160245,49139,589668,0.141738768,-0.20352212,1.20352212,0.203521978,0.00405245,0.00405245,-0.696429301,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/876167/000087616721000152/Financial_Report.xlsx,2021-09,29737,0.042268877,0.000550999,76.71319797,"Q3,2021",0.046649094,-1.68E-08,-16.47617252,1275487,878714,0.688924309,396773,19419,396773,935431,396773,0.424160628,0.575839372
962,962,962,876167,5/30/2021,122488,876167_0.csv,3456725,40829.33333,489952,0.141738785,-0.009960457,1.009960457,0.009960422,0.003367159,0.003367159,-14.23014822,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/876167/000087616721000121/Financial_Report.xlsx,2021-06,29262,0.858349711,0.009953712,86.23413258,"Q2,2021",0.842708953,-4.94E-09,-16.57849713,1239994,874273,0.705062283,365721,29645,365721,908501,365721,0.402554317,0.597445683
963,963,963,876167,2/27/2021,121280,876167_0.csv,3422634,40426.66667,485120,0.141738789,,,,0.003333952,0.003333951,,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/876167/000087616721000073/Financial_Report.xlsx,2021-03,29469,,,88.97,"Q1,2021",,NaN,,1027057,674504,0.656734728,352553,31734,352553,696311,352553,0.506315425,0.493684575
964,964,964,877890,ttm,3217170,877890_0.csv,400000,1072390,12868680,32.1717,0.054715434,0.945284566,2.781133645,0.074861431,0.000367557,587.9821781,"('-1', 'ttm')",,2021-ttm,1194657,,,86.52802315,"-1,ttm",,24.12876518,,,,,,,,,,,
965,965,965,877890,12/30/2021,850848,877890_0.csv,423153,283616,3403392,8.042934825,-0.093009079,1.093009079,0.093009782,0.023389564,0.000412189,-86.47472792,"('Q4', '2021')",,2021-12,304213,8.44848367,0.097697225,86.47618902,"Q4,2021",0.145763546,5.17E-06,-10.23553235,6975517,6428260,0.92154603,547257,1013,547257,3873584,547257,0.141279239,0.858720761
966,966,966,877890,9/29/2021,778445,877890_0.csv,387145,259481.6667,3113780,8.042929652,0.041454562,0.958545438,-0.041454924,0.021399226,0.000377114,194.017964,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/877890/000087789021000351/Financial_Report.xlsx,2021-09,290240,-17.33500567,-0.20874032,83.04579415,"Q3,2021",-0.311439233,-3.04E-06,-11.19226423,6536244,6136505,0.938842705,399739,1314,399739,3724858,399739,0.107316574,0.892683426
967,967,967,877890,6/29/2021,812111,877890_0.csv,403888,270703.6667,3248444,8.042932694,-0.046851835,1.046851835,0.046850468,0.022324695,0.000393423,-171.6674015,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/877890/000087789021000271/Financial_Report.xlsx,2021-06,306920,16.97942023,0.19474613,87.18745893,"Q2,2021",0.29055988,-1.05E-05,-10.11032174,6714453,6421606,0.956385576,292847,1578,292847,3766776,292847,0.077744734,0.922255266
968,968,968,877890,3/30/2021,775766,877890_0.csv,385812,258588.6667,3103064,8.042943195,0.041858409,0.958141591,-0.041857283,0.021325581,0.000375815,192.146414,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/877890/000087789021000189/Financial_Report.xlsx,2021-03,293284,-17.40041531,-0.191220693,90.99650781,"Q1,2021",-0.28529958,9.46E-06,-11.04263379,6613380,6363688,0.96224442,249692,3570,249692,3722471,249692,0.06707695,0.93292305
969,969,969,877890,12/30/2020,809656,877890_0.csv,402667,269885.3333,3238624,8.042933739,,,,0.026835126,0.000412146,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/877890/000087789021000051/Financial_Report.xlsx,2020-12,308098,,,91.30698662,"Q4,2020",,NaN,,4890347,4778204,0.977068498,112143,7237000,112143,1844765,112143,0.060789857,0.939210143
970,970,970,883241,ttm,4504127,883241_0.csv,114025268,1501375.667,18016508,0.158004522,-2.545844734,3.545844734,2.545844732,0.104808074,0.10477702,-0.062063692,"('-1', 'ttm')",,2021-ttm,722373,,,89.05822673,"-1,ttm",,-7.99E-11,,,,,,,,,,,
971,971,971,883241,1/30/2022,1270255,883241_0.csv,32157434,423418.3333,5081020,0.158004522,0.011220195,0.988779805,0.102251004,0.029557999,0.029549241,14.08215506,"('Q4', '2021')",,2021-12,180510,-0.494673985,-0.005332333,92.76877769,"Q4,2021",-0.404975701,0.016265771,-28.46754726,8901346,3511113,0.394447424,5390233,2507000,5386773,5411143,5390233,0.996135752,0.003864248
972,972,972,883241,10/30/2021,1152419,883241_0.csv,32522341,384139.6667,4609676,0.141738751,-0.090139353,1.090139353,0.09013934,0.031679662,0.031679662,-1.572440291,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/883241/000088324121000022/Financial_Report.xlsx,2021-09,197681,0.073510726,0.000815574,90.13372172,"Q3,2021",0.069048786,-1.81E-09,-21.39062401,8752260,3453317,0.39456289,5298943,2480000,5295137,5320231,5298943,0.99599867,0.00400133
973,973,973,883241,7/30/2021,1057130,883241_0.csv,29833196,352376.6667,4228520,0.141738753,-0.032027977,1.032027977,0.032027983,0.029060196,0.029060195,-4.425466953,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/883241/000088324121000017/Financial_Report.xlsx,2021-06,171428,0.185158623,0.001972393,93.87509734,"Q2,2021",0.166988352,8.97E-10,-23.90094982,8485906,3330770,0.392506115,5155136,2472000,5151020,5175774,5155136,0.996012577,0.003987423
974,974,974,883241,4/29/2021,1024323,883241_0.csv,28907352,341441,4097292,0.141738752,-0.055653752,1.055653752,0.055653748,0.028158341,0.02815834,-2.546795993,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/883241/000088324121000012/Financial_Report.xlsx,2021-03,172754,0.11335661,0.002123283,53.38742651,"Q1,2021",0.179763081,-5.71E-10,-22.467115,8339565,3247060,0.38935604,5092505,2821000,5088135,5113755,5092505,0.995844541,0.004155459
975,975,975,883241,1/30/2021,970321,883241_0.csv,27383365,323440.3333,3881284,0.141738753,,,,0.026673841,0.026673841,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/883241/000088324121000009/Financial_Report.xlsx,2020-12,170628,,,65.28493303,"Q4,2020",,NaN,,8012838,3125940,0.390116461,4886898,2267,4882252,4907910,4886898,0.995718748,0.004281252
976,976,976,884144,ttm,76064,884144_0.csv,1925615,25354.66667,304256,0.158004586,-2.231830327,3.231830327,2.602709231,0.001769959,0.001769434,-0.070795967,"('-1', 'ttm')",,2021-ttm,15448,,,49.91953653,"-1,ttm",,0.016265694,,,,,,,,,,,
977,977,977,884144,12/30/2021,21113,884144_0.csv,595828,7037.666667,84452,0.141738891,-0.17418414,1.17418414,0.174183861,0.00058039,0.00058039,-0.813730177,"('Q4', '2021')",,2021-12,4318,0.048852785,0.001030189,47.42118017,"Q4,2021",0.087218615,-3.37E-08,-16.65678159,433245,275005,0.634756316,158240,2291,158240,191360,158240,0.826923077,0.173076923
978,978,978,884144,9/29/2021,17981,884144_0.csv,507440,5993.666667,71924,0.141738925,-0.047354266,1.047354266,0.047355545,0.000494292,0.000494292,-2.993160609,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/884144/000088414421000023/Financial_Report.xlsx,2021-09,3897,0.169855729,0.003853627,44.07684809,"Q3,2021",0.32625846,1.73E-07,-17.62178184,392076,230137,0.586970383,161939,2343,161939,194739,161939,0.831569434,0.168430566
979,979,979,884144,6/29/2021,17168,884144_0.csv,484497,5722.666667,68672,0.141738752,0.133015407,0.866984593,-0.133016867,0.000471943,0.000471943,1.06558146,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/884144/000088414421000007/Financial_Report.xlsx,2021-06,3622,-0.048726676,-0.000797952,61.06463348,"Q2,2021",-0.067556894,-2.39E-07,-21.86854407,385622,236203,0.6125247,149419,3633,149419,159507,149419,0.936755127,0.063244873
980,980,980,884144,3/30/2021,19802,884144_0.csv,558830,6600.666667,79208,0.14173899,-0.0503119,1.0503119,0.205160976,0.000544351,0.00054435,-2.817206058,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/884144/000162828021009694/Financial_Report.xlsx,2021-03,3611,0.134894841,0.001624357,83.04508956,"Q1,2021",0.137522353,0.018211801,-20.88446108,441103,296452,0.672069789,144651,4740,144651,155334,144651,0.931225617,0.068774383
981,981,981,884144,12/30/2020,16431,884144_0.csv,532061,5477,65724,0.12352719,,,,0.000544587,0.000544586,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/884144/000162828021004536/Financial_Report.xlsx,2020-12,-,,,79.94858612,"Q4,2020",,NaN,,515423,369770,0.717410748,145653,319169,145653,157878,145653,0.922566792,0.077433208
982,982,982,892482,ttm,24993,892482_0.csv,632716,8331,99972,0.158004539,-2.489518473,3.489518473,2.889961089,0.000581571,0.000581398,-0.063467912,"('-1', 'ttm')",,2021-ttm,16751,,,85.66878981,"-1,ttm",,0.016265394,,,,,,,,,,,
983,983,983,892482,9/29/2021,6425,892482_0.csv,181319,2141.666667,25700,0.141739145,-0.095106661,1.095106661,0.095108232,0.000176621,0.000176621,-1.490317755,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/892482/000089248221000054/Financial_Report.xlsx,2021-09,4490,0.285133676,0.003403957,83.76534789,"Q3,2021",0.288187776,2.03E-07,-5.22673356,35795,19986,0.558346138,15809,325120,15809,15809,15809,1,0
984,984,984,892482,6/29/2021,5867,892482_0.csv,165572,1955.666667,23468,0.141738941,-0.008079394,1.008079394,0.008075601,0.000161282,0.000161282,-17.54326483,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/892482/000089248221000050/Financial_Report.xlsx,2021-06,5173,3.898266767,0.047357615,82.31552163,"Q2,2021",4.009423045,-5.33E-07,-4.500273038,38622,19364,0.501372275,19258,329612,19258,19258,19258,1,0
985,985,985,892482,3/30/2021,5820,892482_0.csv,164245,1940,23280,0.141739475,0.262870427,0.737129573,-0.154192705,0.00015999,0.000159989,0.539199012,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/892482/000089248221000021/Financial_Report.xlsx,2021-03,4476,-0.076418767,-0.003275827,23.32808302,"Q1,2021",-0.27733929,0.018212096,-7.05584551,46144,23357,0.506176318,22787,333068,22787,22787,22787,1,0
986,986,986,892482,12/30/2020,6881,892482_0.csv,222817,2293.666667,27524,0.123527379,,,,0.000228063,0.000228062,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/892482/000089248221000008/Financial_Report.xlsx,2020-12,2612,,,21.67370285,"Q4,2020",,NaN,,31426,28541,0.908197034,2885,338741,2885,2885,2885,1,0
987,987,987,896878,ttm,11414000,896878_0.csv,100000000,3804666.667,45656000,0.45656,-0.067527133,1.067527133,3.270108492,0.265596277,0.091889299,-6.761134037,"('-1', 'ttm')",,2021-ttm,3194000,,,19.88611152,"-1,ttm",,0.342419999,,,,,,,,,,,
988,988,988,896878,1/30/2022,2673000,896878_0.csv,93674434,891000,10692000,0.114140001,-0.331838566,1.331838566,0.331838565,0.062198953,0.086076781,-0.343962435,"('Q4', '2021')",,2021-12,942000,0.040360316,0.00180629,22.34432234,"Q4,2021",0.189902525,-5.46E-11,-8.52229299,26303000,10708000,0.407101851,15595000,1120606,15595000,22327000,15595000,0.698481659,0.301518341
989,989,989,896878,10/30/2021,2007000,896878_0.csv,70334676,669000,8028000,0.114140001,0.216321753,0.783678247,-0.216321749,0.055171845,0.06851225,0.527639961,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/896878/000089687821000260/Financial_Report.xlsx,2021-09,550000,-0.028328971,-0.000946019,29.94546748,"Q3,2021",-0.099458768,4.90E-10,-18.62545463,14870000,5137000,0.345460659,9733000,1130888,9733000,11770000,9733000,0.82693288,0.17306712
990,990,990,896878,7/30/2021,2561000,896878_0.csv,89749430,853666.6667,10244000,0.114140001,0.386292835,0.613707165,-0.386292835,0.070401144,0.087423953,0.295475324,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/896878/000089687821000233/Financial_Report.xlsx,2021-06,845000,-0.014957863,-0.000191118,78.26503714,"Q2,2021",-0.020093016,-3.96E-12,-19.75384615,15516000,5647000,0.363946894,9869000,1167071,9869000,11903000,9869000,0.82911871,0.17088129
991,991,991,896878,4/29/2021,4173000,896878_0.csv,146241457,1391000,16692000,0.114140001,-1.647842662,2.647842662,1.64784264,0.114714554,0.142452228,-0.069266322,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/896878/000089687821000115/Financial_Report.xlsx,2021-03,857000,0.00941644,0.000130696,72.04850467,"Q1,2021",0.013740583,-9.50E-10,-7.355892588,15758000,5803000,0.368257393,9955000,1182029,9955000,11988000,9955000,0.830413747,0.169586253
992,992,992,896878,1/30/2021,1576000,896878_0.csv,55230418,525333.3333,6304000,0.114140002,,,,0.043323781,0.053799355,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/896878/000089687821000059/Financial_Report.xlsx,2020-12,580000,,,77.5466764,"Q4,2020",,NaN,,14598000,5730000,0.392519523,8868000,1208403,8868000,10901000,8868000,0.813503348,0.186496652
993,993,993,922521,ttm,14180,922521_0.csv,600,4726.666667,56720,94.53333333,0.068322981,0.931677019,2.721784777,0.000329959,5.51E-07,1383.624242,"('-1', 'ttm')",,2021-ttm,5672,,,78.90571016,"-1,ttm",,70.86873706,,,,,,,,,,,
994,994,994,922521,12/30/2021,3810,922521_0.csv,644,1270,15240,23.66459627,-0.16036036,1.16036036,0.160523911,0.000104736,6.27E-07,-147.5713588,"('Q4', '2021')",,2021-12,1405,15.78651685,0.182662005,86.42474299,"Q4,2021",0.092625458,0.003335012,-9.347936606,12669,11250,0.887994317,1418,1409,12966,3573,1419,0.397145256,0.602854744
995,995,995,922521,9/29/2021,3283,922521_0.csv,555,1094.333333,13132,23.66126126,-0.007259528,1.007259528,0.007364222,9.02E-05,5.41E-07,-3259.338739,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/922521/000162828021022817/Financial_Report.xlsx,2021-09,1611,402.75,4.548796389,88.53990497,"Q3,2021",2.306958875,0.002459083,-8.092709469,12663,10087,0.796572692,2576,3084,11500,4726,2576,0.545069826,0.454930174
996,996,996,922521,6/29/2021,3259,922521_0.csv,551,1086.333333,13036,23.65880218,0.148377125,0.851622875,-0.148641588,8.96E-05,5.37E-07,159.4504688,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/922521/000162828021015578/Financial_Report.xlsx,2021-06,1260,-13.125,-0.13125,100,"Q2,2021",-0.066571418,-0.00734929,-12.14860715,13058,11821,0.905268801,1237,3184,12536,3383,1237,0.365651788,0.634348212
997,997,997,922521,3/30/2021,3828,922521_0.csv,647,1276,15312,23.66615147,-0.046925566,1.046925566,0.048192771,0.000105231,6.30E-07,-504.3338485,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/922521/000162828021009088/Financial_Report.xlsx,2021-03,1397,48.17241379,0.481724138,100,"Q1,2021",0.24425981,0.028611015,-10.46934975,13447,14599,1.085669666,1151,3289,14566,1151,-1152,-1.00086881,2.00086881
998,998,998,922521,12/30/2020,3652,922521_0.csv,618,1217.333333,14608,23.63754045,,,,0.000121041,6.33E-07,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/922521/000162828021004460/Financial_Report.xlsx,2020-12,1574,,,100,"Q4,2020",,NaN,,13406,15074,1.124421901,1667,3103,14608,913.464,-1668,-1.826016132,2.826016132
999,999,999,929940,ttm,668063,929940_0.csv,100000,222687.6667,2672252,26.72252,0.025322131,0.974677869,2.89868461,0.015545387,9.19E-05,1055.302966,"('-1', 'ttm')",,2021-ttm,123323,,,100,"-1,ttm",,20.04184396,,,,,,,,,,,
1000,1000,1000,929940,12/30/2021,171356,929940_0.csv,102598,57118.66667,685424,6.680676037,-0.259783156,1.259783156,0.259785326,0.004710526,9.99E-05,-25.71635568,"('Q4', '2021')",,2021-12,30630,1.44774779,0.014477478,100,"Q4,2021",0.026004814,1.15E-05,-17.76300807,1303930,612126,0.46944698,691804,13750,691804,952981,691804,0.725936824,0.274063176
1001,1001,1001,929940,9/29/2021,136020,929940_0.csv,81441,45340,544080,6.68066453,0.312896531,0.687103469,-0.312894964,0.00373915,7.93E-05,21.3510342,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/929940/000092994021000067/Financial_Report.xlsx,2021-09,29481,-0.79491466,-0.007949147,100,"Q3,2021",-0.014278484,1.52E-05,-26.85953005,1320174,627928,0.475640332,692246,14163,692246,959611,692246,0.721381893,0.278618107
1002,1002,1002,929940,6/29/2021,197961,929940_0.csv,118528,65987,791844,6.680649298,-0.216532726,1.216532726,0.216529626,0.00544189,0.000115457,-30.85283888,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/929940/000092994021000060/Financial_Report.xlsx,2021-06,32867,1.557899227,0.015578992,100,"Q2,2021",0.027983494,-1.70E-05,-19.80413003,1454000,653243,0.44927304,800757,14905,800757,1073919,800757,0.745640034,0.254359966
1003,1003,1003,929940,3/30/2021,162726,929940_0.csv,97431,54242,650904,6.680666318,0.303750974,0.696249026,-0.303750674,0.00447329,9.49E-05,21.99389269,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/929940/000092994021000040/Financial_Report.xlsx,2021-03,30345,-0.713899214,-0.007138992,100,"Q1,2021",-0.012823258,2.88E-06,-30.80812004,1372661,639773,0.466082303,732888,,732888,1011848,732888,0.724306418,0.275693582
1004,1004,1004,929940,12/30/2020,233718,929940_0.csv,139937,77906,934872,6.680663441,,,,0.007746317,0.000143231,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/929940/000092994021000011/Financial_Report.xlsx,2020-12,26575,,,100,"Q4,2020",,NaN,,1287889,633757,0.492089769,654132,,654132,938889,654132,0.696708557,0.303291443
1005,1005,1005,935036,ttm,1370598,935036_0.csv,4000,456866,5482392,1370.598,0.265920352,0.734079648,1.935974415,0.031892914,3.68E-06,5154.167358,"('-1', 'ttm')",,2021-ttm,126539,,,100,"-1,ttm",,1027.908332,,,,,,,,,,,
1006,1006,1006,935036,12/30/2021,466829,935036_0.csv,5449,155609.6667,1867316,342.6896678,-0.473100838,1.473100838,0.473046315,0.012832993,5.31E-06,-724.3480465,"('Q4', '2021')",,2021-12,36328,20.75885714,0.207588571,100,"Q4,2021",0.007269151,-0.012684158,-34.89344531,3158741,1913964,0.605926222,1244777,,1244777,2264649,1244777,0.549655598,0.450344402
1007,1007,1007,935036,9/29/2021,316914,935036_0.csv,3699,105638,1267656,342.702352,-0.05055382,1.05055382,0.050535521,0.008711873,3.60E-06,-6778.960569,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/935036/000093503621000068/Financial_Report.xlsx,2021-09,33413,187.7134831,1.877134831,100,"Q3,2021",0.065729394,-0.005969513,-36.11333856,3184490,1988936,0.624569711,1195554,,1195554,2228907,1195554,0.536385771,0.463614229
1008,1008,1008,935036,6/29/2021,301669,935036_0.csv,3521,100556.3333,1206676,342.7083215,-0.057674977,1.057674977,0.057797367,0.008292793,3.43E-06,-5942.062512,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/935036/000093503621000053/Financial_Report.xlsx,2021-06,28660,149.2708333,1.492708333,100,"Q2,2021",0.052267479,0.03965223,-39.80725758,3175180,1996620,0.628821043,1178560,,1178560,2250382,1178560,0.523715529,0.476284471
1009,1009,1009,935036,3/30/2021,285186,935036_0.csv,3329,95062,1140744,342.6686693,0.263169544,0.736830456,-0.263169045,0.00783968,3.24E-06,1302.083303,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/935036/000093503621000032/Financial_Report.xlsx,2021-03,28138,-23.66526493,-0.236652649,100,"Q1,2021",-0.008287398,0.000231908,-55.02086317,3160197,1962480,0.62099926,1197717,,1197717,2294875,1197717,0.521909472,0.478090528
1010,1010,1010,935036,12/30/2020,387044,935036_0.csv,4518,129014.6667,1548176,342.6684374,,,,0.012828133,4.62E-06,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/935036/000093503621000014/Financial_Report.xlsx,2020-12,26875,,,100,"Q4,2020",,NaN,,3386903,2180306,0.643746219,1206597,,1206597,2327339,1206597,0.518444885,0.481555115
1011,1011,1011,941685,ttm,3238,941685_0.csv,81972,1079.333333,12952,0.158005172,-2.733636985,3.733636985,3.161953728,7.53E-05,7.53E-05,-0.057800349,"('-1', 'ttm')",,2021-ttm,2914,,,100,"-1,ttm",,0.016260695,,,,,,,,,,,
1012,1012,1012,941685,9/29/2021,778,941685_0.csv,21955,259.3333333,3112,0.141744477,0.174127295,0.825872705,-0.174097665,2.14E-05,2.14E-05,0.814027908,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/941685/000143774921026754/Financial_Report.xlsx,2021-09,747,-0.161373947,-0.001613739,100,"Q3,2021",-0.136618188,5.09E-06,-5.044357678,7590,14365,1.892621871,6775,,13750,6775,-6775,-1,2
1013,1013,1013,941685,6/29/2021,942,941685_0.csv,26584,314,3768,0.141739392,-0.285182499,1.285182499,0.285129604,2.59E-05,2.59E-05,-0.497012939,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/941685/000165495421009368/Financial_Report.xlsx,2021-06,745,0.126292592,0.001262926,100,"Q2,2021",0.106922365,-5.83E-06,-3.935408491,8765,16702,1.905533371,7937,,13142,7671,-7937,-1.034676053,2.034676053
1014,1014,1014,941685,3/30/2021,733,941685_0.csv,20685,244.3333333,2932,0.141745226,0.187261797,0.812738203,-0.067430025,2.01E-05,2.01E-05,0.756936162,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/941685/000165495421003840/Financial_Report.xlsx,2021-03,724,-0.151909358,-0.001519094,100,"Q1,2021",-0.128604846,0.018213734,-4.982814568,11832,31374,2.651622718,19542,,22935,19078,-19542,-1.024321208,2.024321208
